Raw_Material,DayOfWeek,Unit,Total_Amount_Past_30days,Avg_Quantity_Current_Month,Avg_Quantity_Previous_Three_Months,Quantity_Change,PercentageChange
Rich Cooking Cream,Thursday,PKT,425.886,2.0,3.0,-1.0,-33.33
Peri Peri Masala,Wednesday,Kg,421.736,1.0,2.0,-1.0,-50.0
Imli,Saturday,Kg,420.0,1.5,2.0,-0.5,-25.0
Papaya,Saturday,Kg,420.0,3.5,2.618181818181818,0.8818181818181818,33.68
Star Fool,Thursday,Kg,420.0,0.5,0.5,0.0,0.0
Star Fool,Wednesday,Kg,420.0,0.5,0.5,0.0,0.0
Penne Pasta,Wednesday,PKT,414.624,4.0,4.0,0.0,0.0
Paper Straw,Thursday,PKT,413.0,10.0,20.0,-10.0,-50.0
7 Up,Thursday,BTL,408.002,24.0,24.0,0.0,0.0
7 Up,Tuesday,BTL,408.002,24.0,24.0,0.0,0.0
Pepsi,Monday,BTL,408.002,24.0,24.0,0.0,0.0
Pepsi,Tuesday,BTL,408.002,24.0,24.0,0.0,0.0
American Corn,Friday,Kg,407.0,1.375,2.2727272727272725,-0.8977272727272725,-39.5
American Corn,Thursday,Kg,407.0,1.1,1.6666666666666665,-0.5666666666666664,-34.0
Green Zucchini,Friday,Kg,406.0,0.875,1.0416666666666667,-0.16666666666666674,-16.0
Green Zucchini,Thursday,Kg,406.0,0.875,1.1666666666666667,-0.29166666666666674,-25.0
Pok Choy,Saturday,Kg,406.0,0.875,1.0384615384615385,-0.16346153846153855,-15.74
Yellow Zucchini,Friday,Kg,406.0,1.1666666666666667,0.9230769230769231,0.2435897435897436,26.39
Yellow Zucchini,Monday,Kg,406.0,1.1666666666666667,0.8461538461538461,0.3205128205128206,37.88
Yellow Zucchini,Thursday,Kg,406.0,0.875,1.05,-0.17500000000000004,-16.67
Paper Straw,Sunday,PKT,403.2,12.0,10.0,2.0,20.0
Oreo Biscuit,Saturday,PKT,400.0,20.0,15.0,5.0,33.33
Pomegranate (anar),Tuesday,Kg,400.0,1.0,0.5,0.5,100.0
White Phenyle,Monday,LTR,396.48,12.0,9.75,2.25,23.08
White Phenyle,Tuesday,LTR,396.48,12.0,11.0,1.0,9.09
French Fries 9mm,Thursday,PKT,393.064,1.0,1.5,-0.5,-33.33
Pineapple Juice,Friday,PKT,392.28,4.0,36.0,-32.0,-88.89
Raddish,Wednesday,Kg,391.0,2.875,2.5,0.375,15.0
Pineapple Slice,Wednesday,TIN,390.768,4.0,3.0,1.0,33.33
Idli Wada,Thursday,PCS,390.0,8.0,8.333333333333334,-0.3333333333333339,-4.0
Tofu,Tuesday,Kg,390.0,0.75,0.8333333333333334,-0.08333333333333337,-10.0
Cabbage,Friday,Kg,384.0,3.0,3.846153846153846,-0.8461538461538458,-22.0
Cabbage,Tuesday,Kg,384.0,3.0,3.75,-0.75,-20.0
Chicken Tandoori,Friday,Kg,384.0,1.6,2.35,-0.75,-31.91
Chicken Tandoori,Saturday,Kg,384.0,1.6,1.7,-0.09999999999999987,-5.88
Methi Fresh,Friday,Kg,384.0,2.0,1.7692307692307692,0.23076923076923084,13.04
Methi Fresh,Sunday,Kg,384.0,2.0,2.107142857142857,-0.1071428571428572,-5.08
Chicken Carcass (haddi),Thursday,Kg,380.0,6.333333333333333,5.875000000000001,0.45833333333333215,7.8
Fresh Basil,Sunday,Kg,378.0,0.75,0.6818181818181819,0.06818181818181812,10.0
Mop Refill,Friday,NOS,377.6,4.0,4.2,-0.20000000000000018,-4.76
Mop Refill,Sunday,NOS,377.6,4.0,2.0,2.0,100.0
Tomato Ketchup Sachet,Friday,PKT,377.194,5.0,4.0,1.0,25.0
Bread Crumbs Penko,Friday,Kg,376.647,3.0,4.4,-1.4000000000000004,-31.82
Orange Marmalade 15gm,Tuesday,PKT,375.2,100.0,100.0,0.0,0.0
Avocado Imp,Monday,Kg,375.0,0.5,0.75,-0.25,-33.33
Avocado Imp,Wednesday,Kg,375.0,0.5,0.5,0.0,0.0
8 To 9 Sauce,Wednesday,BTL,373.878,6.0,8.0,-2.0,-25.0
American Corn,Wednesday,Kg,370.0,1.6666666666666667,1.1363636363636365,0.5303030303030303,46.67
Ginger & Lime Cordial,Wednesday,BTL,369.6,2.0,2.0,0.0,0.0
Mix Fruit Jam 15 Gm,Tuesday,PCS,364.0,100.0,100.0,0.0,0.0
Meat Masala,Thursday,PKT,361.2,4.0,4.0,0.0,0.0
Celery Leaves,Thursday,Kg,360.0,0.6,0.8653846153846154,-0.26538461538461544,-30.67
Chinese Cabbage,Monday,Kg,360.0,0.75,0.7916666666666667,-0.04166666666666674,-5.26
Sev,Saturday,Kg,360.0,1.5,5.0,-3.5,-70.0
Cranberry Juice,Saturday,LTR,358.779,3.0,3.0,0.0,0.0
Red Cabbage,Thursday,Kg,356.0,1.0,1.0,0.0,0.0
Paper Straw,Monday,PKT,354.0,10.0,40.0,-30.0,-75.0
Churma Atta,Wednesday,Kg,350.0,5.0,5.0,0.0,0.0
Mint Leaves,Thursday,Kg,350.0,1.4,1.0,0.3999999999999999,40.0
Pok Choy,Friday,Kg,348.0,0.75,0.9999999999999999,-0.2499999999999999,-25.0
Pok Choy,Monday,Kg,348.0,0.75,0.9230769230769231,-0.17307692307692313,-18.75
Pok Choy,Tuesday,Kg,348.0,0.75,0.7916666666666666,-0.04166666666666663,-5.26
Pok Choy,Wednesday,Kg,348.0,0.6,0.5,0.09999999999999998,20.0
Hariyali Mawa,Sunday,Kg,346.5,1.0,2.0,-1.0,-50.0
Dhaniya Powder,Thursday,Kg,336.0,2.0,2.0,0.0,0.0
Kishmish,Saturday,Kg,336.0,1.0,1.0,0.0,0.0
Methi Fresh,Saturday,Kg,336.0,1.75,1.9230769230769231,-0.17307692307692313,-9.0
Muskmelon,Friday,Kg,336.0,2.4,1.9785714285714286,0.42142857142857126,21.3
Sada Mawa,Monday,Kg,336.0,0.5,1.0,-0.5,-50.0
Sada Mawa,Thursday,Kg,336.0,0.5,0.625,-0.125,-20.0
Soya Keema,Wednesday,Kg,330.0,3.0,3.8,-0.7999999999999998,-21.05
Fresh Basil,Thursday,Kg,327.6,0.48749999999999993,0.7090909090909091,-0.22159090909090917,-31.25
Fresh Red Chilly,Monday,Kg,325.0,0.625,0.5153846153846153,0.10961538461538467,21.27
Fresh Red Chilly,Thursday,Kg,325.0,0.5,0.5,0.0,0.0
Brinjal Big,Monday,Kg,320.0,2.0,2.2222222222222223,-0.22222222222222232,-10.0
Chicken Carcass (haddi),Friday,Kg,320.0,8.0,6.4,1.5999999999999996,25.0
Steam Noodles,Friday,Kg,320.0,4.0,2.75,1.25,45.45
Steam Noodles,Wednesday,Kg,320.0,2.0,3.0,-1.0,-33.33
Mint Leaves,Wednesday,Kg,312.5,1.25,1.0769230769230769,0.17307692307692313,16.07
Methi Fresh,Thursday,Kg,312.0,1.3,1.8076923076923077,-0.5076923076923077,-28.09
Sesame Oil,Friday,BTL,308.154,1.0,1.0,0.0,0.0
Avocado Imp,Tuesday,Kg,308.0,0.35,0.6,-0.25,-41.67
Celery Leaves,Sunday,Kg,300.0,0.625,0.9318181818181819,-0.3068181818181819,-32.93
Chinese Cabbage,Friday,Kg,300.0,0.8333333333333334,0.9230769230769231,-0.08974358974358976,-9.72
Chinese Cabbage,Tuesday,Kg,300.0,0.8333333333333334,0.75,0.08333333333333337,11.11
Iceberg Lettuce,Wednesday,Kg,300.0,1.0,1.0416666666666665,-0.04166666666666652,-4.0
Mint Leaves,Friday,Kg,300.0,1.5,1.2115384615384617,0.2884615384615383,23.81
Ukda Rice Brown,Thursday,Kg,296.0,3.7,2.0,1.7000000000000002,85.0
Sweet Corn Cream,Thursday,TIN,294.56,4.0,4.0,0.0,0.0
Dhaniya Whole,Wednesday,Kg,294.0,2.0,1.5,0.5,33.33
Fresh Basil,Monday,Kg,294.0,0.875,0.75,0.125,16.67
Fresh Basil,Wednesday,Kg,294.0,0.875,0.4375,0.4375,100.0
Khajur,Saturday,Kg,291.2,2.0,3.0,-1.0,-33.33
Khajur,Wednesday,Kg,291.2,2.0,3.0,-1.0,-33.33
Idli Wada,Saturday,PCS,290.0,8.0,8.333333333333336,-0.3333333333333357,-4.0
Nature Jaggery,Wednesday,PKT,285.6,4.0,4.0,0.0,0.0
Drum Stick,Friday,Kg,285.0,1.5,1.0,0.5,50.0
Drum Stick,Wednesday,Kg,285.0,1.5,1.3333333333333333,0.16666666666666674,12.5
Steel Scrubber,Friday,PCS,283.2,24.0,23.42857142857143,0.5714285714285694,2.44
Papaya,Friday,Kg,280.0,2.3333333333333335,2.933333333333333,-0.5999999999999996,-20.45
Sweet Potato,Thursday,Kg,280.0,2.0,2.0,0.0,0.0
Laung,Saturday,Kg,275.625,0.25,0.5,-0.25,-50.0
Chicken Masala,Saturday,PKT,270.9,3.0,4.0,-1.0,-25.0
Celery Leaves,Friday,Kg,270.0,0.5625,0.9423076923076923,-0.3798076923076923,-40.31
Celery Leaves,Saturday,Kg,270.0,0.5625,0.7499999999999999,-0.1874999999999999,-25.0
Rai,Wednesday,Kg,267.75,3.0,2.0,1.0,50.0
Cauliflower,Wednesday,Kg,264.0,1.5,2.5555555555555554,-1.0555555555555554,-41.3
Snow Peas,Thursday,Kg,262.5,0.25,0.25,0.0,0.0
Asparagus,Thursday,Kg,260.0,0.5,0.5,0.0,0.0
Chicken Carcass (haddi),Wednesday,Kg,260.0,4.333333333333333,5.25,-0.916666666666667,-17.46
Fresh Red Chilly,Friday,Kg,260.0,0.5,0.5454545454545454,-0.045454545454545414,-8.33
Fresh Red Chilly,Saturday,Kg,260.0,0.5,0.5384615384615384,-0.038461538461538436,-7.14
Fresh Red Chilly,Sunday,Kg,260.0,0.5,0.5,0.0,0.0
Fresh Red Chilly,Tuesday,Kg,260.0,0.5,0.5,0.0,0.0
Fresh Red Chilly,Wednesday,Kg,260.0,0.5,0.5,0.0,0.0
Tofu,Friday,Kg,260.0,1.0,1.0,0.0,0.0
Muskmelon,Tuesday,Kg,259.0,1.85,2.6149999999999998,-0.7649999999999997,-29.25
Steel Scrubber,Tuesday,PCS,254.88,24.0,24.0,0.0,0.0
Check Duster,Monday,PCS,252.0,24.0,20.0,4.0,20.0
Check Duster,Saturday,PCS,252.0,24.0,20.0,4.0,20.0
Check Duster,Tuesday,PCS,252.0,24.0,18.0,6.0,33.33
Floor Duster,Monday,NOS,252.0,24.0,18.0,6.0,33.33
Floor Duster,Saturday,NOS,252.0,24.0,16.0,8.0,50.0
Floor Duster,Tuesday,NOS,252.0,24.0,15.0,9.0,60.0
Fresh Basil,Saturday,Kg,252.0,0.375,0.625,-0.25,-40.0
Muskmelon,Monday,Kg,252.0,1.8,2.6666666666666665,-0.8666666666666665,-32.5
Jalepenos Slice,Thursday,TIN,247.206,1.0,1.0,0.0,0.0
Jalepenos Slice,Tuesday,TIN,247.206,1.0,1.0,0.0,0.0
Baby Potato,Saturday,Kg,240.0,1.6666666666666667,1.4,0.26666666666666683,19.05
Methi Fresh,Wednesday,Kg,240.0,1.25,1.409090909090909,-0.15909090909090895,-11.29
Rajma Chitra,Thursday,Kg,240.0,1.0,5.666666666666666,-4.666666666666666,-82.35
Sweet Chilly Sauce,Monday,BTL,238.392,1.0,1.0,0.0,0.0
Raddish,Monday,Kg,238.0,2.3333333333333335,2.5,-0.16666666666666652,-6.67
Drum Stick,Sunday,Kg,237.5,1.25,1.0,0.25,25.0
Mint Leaves,Tuesday,Kg,237.5,1.1875,0.8076923076923077,0.3798076923076923,47.02
Gulab Badam Slice Kulfi,Monday,PCS,236.0,5.0,10.0,-5.0,-50.0
Green Zucchini,Wednesday,Kg,232.0,0.5,0.5,0.0,0.0
Yellow Zucchini,Wednesday,Kg,232.0,0.5,0.5,0.0,0.0
Lady Finger,Sunday,Kg,230.0,1.6666666666666665,1.3636363636363635,0.303030303030303,22.22
Lady Finger,Thursday,Kg,230.0,1.6666666666666667,1.7142857142857142,-0.04761904761904745,-2.78
Green Lemon,Wednesday,Kg,225.0,3.0,5.833333333333333,-2.833333333333333,-48.57
Iceberg Lettuce,Thursday,Kg,225.0,0.5,1.40625,-0.90625,-64.44
Iceberg Lettuce,Tuesday,Kg,225.0,1.5,1.0,0.5,50.0
Mint Leaves,Monday,Kg,225.0,1.125,1.3846153846153846,-0.2596153846153846,-18.75
Mint Leaves,Saturday,Kg,225.0,1.125,1.2884615384615385,-0.16346153846153855,-12.69
American Corn,Tuesday,Kg,222.0,1.0,1.2999999999999998,-0.2999999999999998,-23.08
Cauliflower,Tuesday,Kg,220.0,1.25,4.611111111111111,-3.3611111111111107,-72.89
Wonton Patta,Friday,PKT,220.0,2.0,3.2500000000000004,-1.2500000000000004,-38.46
Wonton Patta,Monday,PKT,220.0,2.0,3.166666666666667,-1.166666666666667,-36.84
Parsley Leaves,Wednesday,Kg,218.4,0.26666666666666666,0.475,-0.20833333333333331,-43.86
Kesar Pista Kulfi,Sunday,PCS,218.3,5.0,5.0,0.0,0.0
Kesar Pista Kulfi,Thursday,PCS,218.3,5.0,5.0,0.0,0.0
Red Pumpkin,Monday,Kg,216.0,4.0,4.5,-0.5,-11.11
Bhavnagri Chilly,Sunday,Kg,210.0,1.5,0.875,0.625,71.43
Fresh Basil,Friday,Kg,210.0,0.625,0.8,-0.17500000000000004,-21.88
White Vinegar,Saturday,BTL,208.648,6.0,12.0,-6.0,-50.0
Chicken Carcass (haddi),Monday,Kg,200.0,10.0,5.75,4.25,73.91
Chicken Carcass (haddi),Sunday,Kg,200.0,10.0,6.166666666666667,3.833333333333333,62.16
Mint Leaves,Sunday,Kg,200.0,1.0,1.4423076923076923,-0.4423076923076923,-30.67
Small Brinjel,Sunday,Kg,200.0,1.25,0.875,0.375,42.86
White Butter,Sunday,Kg,200.0,0.5,0.25,0.25,100.0
Spaghetti Pasta,Wednesday,PKT,198.508,2.0,2.0,0.0,0.0
Ghati Masala,Tuesday,Kg,198.0,0.6,1.0,-0.4,-40.0
Baby Potato,Wednesday,Kg,192.0,1.3333333333333333,1.5714285714285714,-0.23809523809523814,-15.15
Methi Fresh,Tuesday,Kg,192.0,2.0,1.0,1.0,100.0
Kokam Syrup,Wednesday,BTL,190.4,2.0,2.0,0.0,0.0
Ragi Atta,Wednesday,Kg,190.0,2.0,3.0,-1.0,-33.33
Rose Water,Tuesday,BTL,189.45,5.0,2.0,3.0,150.0
Bean Sprouts,Thursday,Kg,189.0,0.3,0.3214285714285714,-0.021428571428571408,-6.67
Papaya,Thursday,Kg,188.0,2.35,2.4999999999999996,-0.14999999999999947,-6.0
Beetroots,Sunday,Kg,187.0,1.8333333333333333,0.8571428571428571,0.9761904761904762,113.89
Mango Slice Kulfi,Sunday,PCS,182.9,5.0,5.0,0.0,0.0
Bread Slice,Monday,PKT,181.0,1.5,2.0,-0.5,-25.0
Celery Leaves,Tuesday,Kg,180.0,0.5,0.9166666666666666,-0.41666666666666663,-45.45
Chinese Cabbage,Wednesday,Kg,180.0,0.5,0.5454545454545455,-0.045454545454545525,-8.33
French Lettuce Green,Monday,Kg,180.0,0.3333333333333333,0.5,-0.16666666666666669,-33.33
French Lettuce Green,Tuesday,Kg,180.0,0.5,0.5,0.0,0.0
Red Cabbage,Monday,Kg,180.0,0.75,0.75,0.0,0.0
Cinnamon (dalchini),Saturday,Kg,178.5,0.5,1.0,-0.5,-50.0
Cinnamon (dalchini),Thursday,Kg,178.5,0.5,0.5,0.0,0.0
Cinnamon (dalchini),Wednesday,Kg,178.5,0.5,0.5,0.0,0.0
Rai,Thursday,Kg,178.5,2.0,1.75,0.25,14.29
Green Zucchini,Tuesday,Kg,174.0,0.75,0.8636363636363636,-0.11363636363636365,-13.16
Boondi,Thursday,Kg,170.0,0.5,0.5,0.0,0.0
Dhaniya Powder,Saturday,Kg,168.0,1.0,2.0,-1.0,-50.0
Lemon Leaves,Saturday,Kg,168.0,0.1,0.1,0.0,0.0
Lemon Leaves,Sunday,Kg,168.0,0.1,0.07500000000000001,0.024999999999999994,33.33
White Phenyle,Saturday,LTR,165.2,5.0,11.0,-6.0,-54.55
Brinjal Big,Saturday,Kg,160.0,2.0,2.6666666666666665,-0.6666666666666665,-25.0
Brinjal Big,Thursday,Kg,160.0,2.0,2.0,0.0,0.0
Brinjal Big,Tuesday,Kg,160.0,2.0,2.0,0.0,0.0
Brinjal Big,Wednesday,Kg,160.0,2.0,2.4,-0.3999999999999999,-16.67
Chopsuey Noodles,Monday,Kg,160.0,2.0,3.333333333333333,-1.333333333333333,-40.0
Karela,Wednesday,Kg,160.0,2.0,2.0,0.0,0.0
Sevai,Friday,PKT,160.0,4.0,3.5,0.5,14.29
Steam Noodles,Monday,Kg,160.0,2.0,3.1666666666666665,-1.1666666666666665,-36.84
Ajwain,Thursday,Kg,157.5,0.5,0.5,0.0,0.0
Lapsi,Wednesday,Kg,156.0,3.0,3.0,0.0,0.0
Sevai,Thursday,PKT,156.0,2.0,4.0,-2.0,-50.0
Peanut Raw,Saturday,Kg,153.3,1.0,2.0,-1.0,-50.0
Peanut Raw,Thursday,Kg,153.3,1.0,1.6666666666666667,-0.6666666666666667,-40.0
Bread Slice,Thursday,PKT,150.0,2.0,2.0,0.0,0.0
Iceberg Lettuce,Friday,Kg,150.0,1.0,1.0277777777777777,-0.02777777777777768,-2.7
Sweet Potato,Saturday,Kg,150.0,1.0,2.0,-1.0,-50.0
Pandi Chilli,Saturday,Kg,147.0,0.5,1.0,-0.5,-50.0
Baby Potato,Monday,Kg,144.0,1.5,1.8,-0.30000000000000004,-16.67
Baby Potato,Sunday,Kg,144.0,1.5,1.5,0.0,0.0
Baby Potato,Tuesday,Kg,144.0,1.0,1.0,0.0,0.0
Black Salt Powder,Thursday,Kg,144.0,3.0,3.0,0.0,0.0
Steel Scrubber,Sunday,PCS,141.6,12.0,30.0,-18.0,-60.0
Bhavnagri Chilly,Friday,Kg,140.0,1.0,1.0,0.0,0.0
Bhavnagri Chilly,Thursday,Kg,140.0,1.0,0.8333333333333334,0.16666666666666663,20.0
Bhavnagri Chilly,Wednesday,Kg,140.0,0.5,0.5,0.0,0.0
Makai Atta,Wednesday,Kg,140.0,2.0,3.166666666666667,-1.166666666666667,-36.84
Ukda Rice Brown,Wednesday,Kg,140.0,2.0,2.0,0.0,0.0
Bajra,Wednesday,Kg,138.0,3.0,3.0,0.0,0.0
Lady Finger,Friday,Kg,138.0,1.5,1.6,-0.10000000000000009,-6.25
French Lettuce Green,Wednesday,Kg,135.0,0.375,0.3,0.07500000000000001,25.0
Red Pumpkin,Friday,Kg,135.0,2.5,3.0,-0.5,-16.67
Red Pumpkin,Wednesday,Kg,135.0,5.0,2.2,2.8,127.27
Muskmelon,Saturday,Kg,133.0,1.9,1.6666666666666667,0.23333333333333317,14.0
Muskmelon,Thursday,Kg,133.0,1.9,2.457142857142857,-0.5571428571428569,-22.67
Papdi,Saturday,PKT,130.0,2.0,1.0,1.0,100.0
Tofu,Wednesday,Kg,130.0,0.5,2.0,-1.5,-75.0
Bean Sprouts,Friday,Kg,126.0,0.3333333333333333,0.25,0.08333333333333331,33.33
Bean Sprouts,Sunday,Kg,126.0,0.25,0.2777777777777778,-0.02777777777777779,-10.0
Check Duster,Sunday,PCS,126.0,12.0,20.0,-8.0,-40.0
Floor Duster,Sunday,NOS,126.0,12.0,12.0,0.0,0.0
Fresh Basil,Tuesday,Kg,126.0,0.375,0.6388888888888888,-0.26388888888888884,-41.3
Papdi,Monday,PKT,120.0,2.0,2.0,0.0,0.0
Red Cabbage,Wednesday,Kg,120.0,1.0,1.0,0.0,0.0
Small Brinjel,Saturday,Kg,120.0,0.75,2.0,-1.25,-62.5
Beetroots,Friday,Kg,119.0,0.875,1.0,-0.125,-12.5
Yellow Zucchini,Tuesday,Kg,116.0,0.5,0.75,-0.25,-33.33
Flat Noodles,Sunday,PKT,110.0,1.0,1.0,0.0,0.0
Flat Noodles,Tuesday,PKT,110.0,1.0,1.0,0.0,0.0
Beetroots,Monday,Kg,102.0,1.0,0.8333333333333333,0.16666666666666674,20.0
Beetroots,Thursday,Kg,102.0,1.5,0.6666666666666666,0.8333333333333334,125.0
Beetroots,Wednesday,Kg,102.0,1.0,0.7142857142857143,0.2857142857142857,40.0
Cherry Tomato,Sunday,Kg,100.8,0.4,0.4,0.0,0.0
Cello Tape,Friday,NOS,100.0,2.0,4.0,-2.0,-50.0
Chicken Carcass (haddi),Saturday,Kg,100.0,5.0,8.8,-3.8000000000000007,-43.18
Pomegranate (anar),Friday,Kg,100.0,0.5,0.6,-0.09999999999999998,-16.67
Baby Potato,Thursday,Kg,96.0,1.0,1.25,-0.25,-20.0
Black Salt Powder,Saturday,Kg,96.0,2.0,2.0,0.0,0.0
Drum Stick,Saturday,Kg,95.0,1.0,1.0,0.0,0.0
Drum Stick,Thursday,Kg,95.0,1.0,1.0,0.0,0.0
Bean Sprouts,Monday,Kg,94.5,0.25,0.28125,-0.03125,-11.11
Lady Finger,Tuesday,Kg,92.0,1.0,1.625,-0.625,-38.46
Lady Finger,Wednesday,Kg,92.0,2.0,1.75,0.25,14.29
French Lettuce Green,Sunday,Kg,90.0,0.5,0.325,0.175,53.85
French Lettuce Red,Sunday,Kg,90.0,0.25,0.25,0.0,0.0
French Lettuce Red,Thursday,Kg,90.0,0.25,0.25,0.0,0.0
Japanese Cucumber,Saturday,Kg,90.0,0.5,0.6,-0.09999999999999998,-16.67
Lotus Root,Friday,Kg,90.0,0.5,0.7,-0.19999999999999996,-28.57
Lotus Root,Wednesday,Kg,90.0,0.5,0.5,0.0,0.0
Beetroots,Saturday,Kg,85.0,1.25,0.75,0.5,66.67
Leeks,Sunday,Kg,84.0,0.5,0.5,0.0,0.0
Lemon Leaves,Friday,Kg,84.0,0.1,0.13333333333333333,-0.033333333333333326,-25.0
Lemon Leaves,Monday,Kg,84.0,0.1,0.08333333333333334,0.016666666666666663,20.0
Lemon Leaves,Tuesday,Kg,84.0,0.1,0.13333333333333333,-0.033333333333333326,-25.0
Sweet Soda,Thursday,Kg,82.6,1.0,1.0,0.0,0.0
Parsley Leaves,Sunday,Kg,81.9,0.15000000000000002,0.2,-0.04999999999999999,-25.0
Parsley Leaves,Tuesday,Kg,81.9,0.15000000000000002,0.1,0.05000000000000002,50.0
Hard Broom,Friday,NOS,80.0,2.0,6.0,-4.0,-66.67
Karela,Friday,Kg,80.0,1.0,1.0,0.0,0.0
Karela,Monday,Kg,80.0,1.0,1.0,0.0,0.0
Karela,Saturday,Kg,80.0,1.0,1.25,-0.25,-20.0
Karela,Sunday,Kg,80.0,1.0,0.875,0.125,14.29
Karela,Thursday,Kg,80.0,1.0,1.0,0.0,0.0
Small Brinjel,Friday,Kg,80.0,1.0,1.0,0.0,0.0
Small Brinjel,Thursday,Kg,80.0,1.0,1.0,0.0,0.0
Cherry Tomato,Monday,Kg,75.6,0.3,0.5,-0.2,-40.0
Kewra Water,Friday,BTL,74.174,2.0,3.0,-1.0,-33.33
Bhavnagri Chilly,Monday,Kg,70.0,0.5,0.8333333333333334,-0.33333333333333337,-40.0
Tej Patta,Thursday,Kg,68.25,0.5,0.375,0.125,33.33
Papaya,Tuesday,Kg,68.0,1.7,3.265,-1.5650000000000002,-47.93
Raddish,Saturday,Kg,68.0,2.0,2.0,0.0,0.0
Beetroots,Tuesday,Kg,66.5,1.0,0.8333333333333334,0.16666666666666663,20.0
Cherry Tomato,Saturday,Kg,63.0,0.25,0.3875,-0.1375,-35.48
Lemon Grass,Friday,Kg,63.0,0.5,0.5,0.0,0.0
Lemon Grass,Monday,Kg,63.0,0.5,0.5,0.0,0.0
Lemon Grass,Saturday,Kg,63.0,0.5,0.5,0.0,0.0
Parsley Leaves,Friday,Kg,54.6,0.2,0.2,0.0,0.0
Parsley Leaves,Monday,Kg,54.6,0.2,0.15000000000000002,0.04999999999999999,33.33
Baby Potato,Friday,Kg,48.0,1.0,1.5,-0.5,-33.33
Black Salt Powder,Wednesday,Kg,48.0,1.0,1.5,-0.5,-33.33
Drum Stick,Monday,Kg,47.5,0.5,1.0,-0.5,-50.0
Lady Finger,Monday,Kg,46.0,1.0,1.3333333333333333,-0.33333333333333326,-25.0
French Lettuce Green,Friday,Kg,45.0,0.25,0.3333333333333333,-0.08333333333333331,-25.0
French Lettuce Green,Thursday,Kg,45.0,0.25,0.375,-0.125,-33.33
French Lettuce Red,Monday,Kg,45.0,0.25,0.3,-0.04999999999999999,-16.67
French Lettuce Red,Saturday,Kg,45.0,0.25,0.25,0.0,0.0
Cherry Tomato,Thursday,Kg,37.8,0.3,0.38999999999999996,-0.08999999999999997,-23.08
Cherry Tomato,Wednesday,Kg,37.8,0.3,0.25,0.04999999999999999,20.0
Raddish,Tuesday,Kg,34.0,1.0,2.0,-1.0,-50.0
Bean Sprouts,Saturday,Kg,31.5,0.25,0.25,0.0,0.0
Bean Sprouts,Tuesday,Kg,31.5,0.25,0.2777777777777778,-0.02777777777777779,-10.0
Bean Sprouts,Wednesday,Kg,31.5,0.25,0.3125,-0.0625,-20.0
Parsley Leaves,Saturday,Kg,27.3,0.1,0.15,-0.04999999999999999,-33.33
Red Pumpkin,Sunday,Kg,27.0,1.0,2.5,-1.5,-60.0
